example_id                                                            | status | run_time        |
./spec/models/contest_description_spec.rb[1:1:2]                      | passed | 0.00013 seconds |
./spec/models/contest_description_spec.rb[1:2:1]                      | passed | 0.00162 seconds |
./spec/models/contest_description_spec.rb[1:2:2]                      | passed | 0.00199 seconds |
./spec/models/contest_description_spec.rb[1:2:3]                      | passed | 0.00169 seconds |
./spec/models/contest_description_spec.rb[1:3:1:1]                    | passed | 0.01538 seconds |
./spec/models/contest_description_spec.rb[1:3:1:2]                    | passed | 0.01373 seconds |
./spec/models/contest_description_spec.rb[1:3:2:1]                    | passed | 0.01321 seconds |
./spec/models/contest_description_spec.rb[1:3:2:2]                    | passed | 0.01734 seconds |
./spec/models/contest_instance_spec.rb[1:1:1:1]                       | passed | 0.01621 seconds |
./spec/models/contest_instance_spec.rb[1:1:1:2]                       | passed | 0.02159 seconds |
./spec/models/contest_instance_spec.rb[1:1:1:3]                       | passed | 0.01894 seconds |
./spec/models/contest_instance_spec.rb[1:1:1:4]                       | passed | 0.01949 seconds |
./spec/models/contest_instance_spec.rb[1:1:2:1]                       | passed | 0.02103 seconds |
./spec/models/contest_instance_spec.rb[1:1:2:2]                       | passed | 0.04134 seconds |
./spec/models/contest_instance_spec.rb[1:1:2:3]                       | passed | 0.02272 seconds |
./spec/models/contest_instance_spec.rb[1:1:2:4]                       | passed | 0.02506 seconds |
./spec/models/department_spec.rb[1:1:1]                               | passed | 0.00013 seconds |
./spec/models/department_spec.rb[1:2:1]                               | passed | 0.00033 seconds |
./spec/models/department_spec.rb[1:2:2]                               | passed | 0.00022 seconds |
./spec/models/department_spec.rb[1:3:1]                               | passed | 0.00017 seconds |
./spec/models/editable_content_spec.rb[1:1:1]                         | passed | 0.00143 seconds |
./spec/models/editable_content_spec.rb[1:2:1]                         | passed | 0.00139 seconds |
./spec/models/editable_content_spec.rb[1:2:2]                         | passed | 0.0014 seconds  |
./spec/models/editable_content_spec.rb[1:2:3]                         | passed | 0.00112 seconds |
./spec/models/editable_content_spec.rb[1:2:4]                         | passed | 0.00398 seconds |
./spec/models/entry_ranking_spec.rb[1:1:1]                            | passed | 0.03852 seconds |
./spec/models/entry_ranking_spec.rb[1:1:2:1]                          | passed | 0.02876 seconds |
./spec/models/entry_ranking_spec.rb[1:1:2:2]                          | passed | 0.0391 seconds  |
./spec/models/entry_ranking_spec.rb[1:1:2:3]                          | passed | 0.03675 seconds |
./spec/models/entry_ranking_spec.rb[1:1:2:4]                          | passed | 0.03561 seconds |
./spec/models/entry_ranking_spec.rb[1:1:3:1]                          | passed | 0.04138 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:1:1]                        | passed | 0.0439 seconds  |
./spec/models/entry_ranking_spec.rb[1:1:4:1:2]                        | passed | 0.04297 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:1:3:1]                      | passed | 0.04483 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:1:3:2]                      | passed | 0.0477 seconds  |
./spec/models/entry_ranking_spec.rb[1:1:4:2:1]                        | passed | 0.04273 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:2:2]                        | passed | 0.04106 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:2:3:1]                      | passed | 0.03481 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:2:3:2]                      | passed | 0.03539 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:3:1]                        | passed | 0.04191 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:3:2]                        | passed | 0.04928 seconds |
./spec/models/entry_ranking_spec.rb[1:1:4:3:3]                        | passed | 0.05612 seconds |
./spec/models/entry_spec.rb[1:1:1]                                    | passed | 0.02986 seconds |
./spec/models/entry_spec.rb[1:1:2]                                    | passed | 0.02677 seconds |
./spec/models/entry_spec.rb[1:2:1]                                    | passed | 0.02152 seconds |
./spec/models/entry_spec.rb[1:2:2]                                    | passed | 0.02237 seconds |
./spec/models/entry_spec.rb[1:2:3]                                    | passed | 0.02137 seconds |
./spec/models/entry_spec.rb[1:2:4]                                    | passed | 0.014 seconds   |
./spec/models/entry_spec.rb[1:2:5]                                    | passed | 0.01208 seconds |
./spec/models/entry_spec.rb[1:3:1]                                    | passed | 0.00012 seconds |
./spec/models/entry_spec.rb[1:3:2]                                    | passed | 0.00028 seconds |
./spec/models/entry_spec.rb[1:3:3]                                    | passed | 0.00011 seconds |
./spec/models/entry_spec.rb[1:4:1]                                    | passed | 0.00011 seconds |
./spec/models/entry_spec.rb[1:4:2]                                    | passed | 0.00012 seconds |
./spec/models/entry_spec.rb[1:4:3]                                    | passed | 0.00018 seconds |
./spec/models/entry_spec.rb[1:4:4]                                    | passed | 0.00012 seconds |
